Ethernet Type,Packet Length,Service,Source IP,Destination IP,Source Port,Destination Port,Protocol,TCP Flags,Checksum,TCP Window Size,ICMP Type
IPv6,83,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xfeba,0,0
IPv4,66,TCP,85.91.47.67,192.168.1.6,443,61263,TCP,0x0012,0x44ac,29200,0
IPv6,86,UDP,2a00:1450:400b:c01::5e,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,62638,QUIC,0,0x76e2,0,0
IPv4,54,TCP,192.168.1.6,85.91.47.67,61263,443,TCP,0x0010,0xf68f,65280,0
IPv6,94,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::5e,62638,443,QUIC,0,0x5170,0,0
IPv6,97,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xfe1d,0,0
IPv6,97,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x36fb,0,0
IPv4,1514,TCP,192.168.1.6,185.80.36.156,61262,443,TLS,0x0010,0xf372,65280,0
IPv4,435,TCP,192.168.1.6,185.80.36.156,61262,443,TLS,0x0018,0x169d,65280,0
IPv4,1514,TCP,192.168.1.6,85.91.47.67,61263,443,TLS,0x0010,0x7590,65280,0
IPv4,356,TCP,192.168.1.6,85.91.47.67,61263,443,TLS,0x0018,0x5f75,65280,0
IPv4,82,UDP,192.168.1.6,34.160.152.31,57578,443,UDP,0,0x7bd7,0,0
IPv6,1292,UDP,2a00:1450:400b:c01::5e,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,62638,QUIC,0,0x1ebf,0,0
IPv6,182,UDP,2a00:1450:400b:c01::5e,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,62638,QUIC,0,0x603b,0,0
IPv6,233,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x119a,0,0
IPv6,95,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::5e,62638,443,QUIC,0,0x4031,0,0
IPv6,87,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x3cd3,0,0
IPv6,91,UDP,2a00:1450:400b:c01::5e,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,62638,QUIC,0,0x74ad,0,0
IPv6,95,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::5e,62638,443,QUIC,0,0x2d83,0,0
IPv6,220,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xd650,0,0
IPv4,67,UDP,34.160.152.31,192.168.1.6,443,57578,UDP,0,0xc118,0,0
IPv6,91,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xa8b9,0,0
IPv4,54,TCP,185.80.36.156,192.168.1.6,443,61262,TCP,0x0010,0xef84,35840,0
IPv4,54,TCP,85.91.47.67,192.168.1.6,443,61263,TCP,0x0010,0xef9a,35072,0
IPv4,1514,TCP,85.91.47.67,192.168.1.6,443,61263,TLS,0x0010,0xa3e4,35072,0
IPv4,1514,TCP,85.91.47.67,192.168.1.6,443,61263,TCP,0x0010,0xcc3e,35072,0
IPv4,54,TCP,192.168.1.6,85.91.47.67,61263,443,TCP,0x0010,0xe445,65280,0
IPv4,1230,TCP,85.91.47.67,192.168.1.6,443,61263,TCP,0x0018,0xb997,35072,0
IPv6,627,UDP,2a00:1450:400b:c01::5e,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,62638,QUIC,0,0x693b,0,0
IPv6,83,UDP,2a00:1450:400b:c01::5e,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,62638,QUIC,0,0xf4a1,0,0
IPv4,1514,TCP,85.91.47.67,192.168.1.6,443,61263,TLS,0x0010,0x2d1b,35072,0
IPv4,54,TCP,192.168.1.6,85.91.47.67,61263,443,TCP,0x0010,0xd9f9,65280,0
IPv6,94,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x11e5,0,0
IPv4,252,TCP,85.91.47.67,192.168.1.6,443,61263,TLS,0x0018,0xb7a0,35072,0
IPv4,1514,TCP,185.80.36.156,192.168.1.6,443,61262,TLS,0x0010,0xcc19,35840,0
IPv4,1514,TCP,185.80.36.156,192.168.1.6,443,61262,TCP,0x0010,0xfff7,35840,0
IPv4,54,TCP,192.168.1.6,185.80.36.156,61262,443,TCP,0x0010,0xe340,65280,0
IPv4,1230,TCP,185.80.36.156,192.168.1.6,443,61262,TCP,0x0018,0xa4c9,35840,0
IPv6,99,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::5e,62638,443,QUIC,0,0x6987,0,0
IPv6,115,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xc5b0,0,0
IPv6,83,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x66d8,0,0
IPv6,95,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::5e,62638,443,QUIC,0,0xb97e,0,0
IPv4,1514,TCP,185.80.36.156,192.168.1.6,443,61262,TLS,0x0010,0x00c3,35840,0
IPv4,246,TCP,185.80.36.156,192.168.1.6,443,61262,TLS,0x0018,0x1849,35840,0
IPv4,54,TCP,192.168.1.6,185.80.36.156,61262,443,TCP,0x0010,0xd834,65280,0
IPv4,134,TCP,192.168.1.6,185.80.36.156,61262,443,TLS,0x0018,0xd7a4,65280,0
IPv6,97,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x914e,0,0
IPv4,134,TCP,192.168.1.6,85.91.47.67,61263,443,TLS,0x0018,0x0bfd,65280,0
IPv4,146,TCP,192.168.1.6,185.80.36.156,61262,443,TLS,0x0018,0x25a2,65280,0
IPv6,102,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x66f5,0,0
IPv6,83,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xe59d,0,0
IPv4,951,TCP,192.168.1.6,85.91.47.67,61263,443,TLS,0x0018,0x72ee,65280,0
IPv4,674,TCP,192.168.1.6,185.80.36.156,61262,443,TLS,0x0018,0x2f86,65280,0
IPv6,97,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xbf8d,0,0
IPv6,85,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x8150,0,0
IPv4,56,TCP,185.80.36.156,192.168.1.6,443,61262,TCP,0x0010,0xd864,35840,0
IPv4,133,TCP,185.80.36.156,192.168.1.6,443,61262,TLS,0x0018,0xf9fa,35840,0
IPv4,373,TCP,85.91.47.67,192.168.1.6,443,61263,TLS,0x0018,0x74a9,35072,0
IPv4,133,TCP,185.80.36.156,192.168.1.6,443,61262,TLS,0x0018,0x7a2f,35840,0
IPv4,125,TCP,185.80.36.156,192.168.1.6,443,61262,TLS,0x0018,0x28a0,35840,0
IPv4,373,TCP,85.91.47.67,192.168.1.6,443,61263,TLS,0x0018,0x0a47,35072,0
IPv4,181,TCP,185.80.36.156,192.168.1.6,443,61262,TLS,0x0018,0x45e0,38912,0
IPv4,379,TCP,85.91.47.67,192.168.1.6,443,61263,TLS,0x0018,0x4a76,38016,0
IPv4,54,TCP,192.168.1.6,185.80.36.156,61262,443,TCP,0x0010,0xd3b9,65024,0
IPv4,54,TCP,192.168.1.6,85.91.47.67,61263,443,TCP,0x0010,0xd1a3,64256,0
IPv6,86,UDP,2a00:1450:400b:c01::5e,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,62638,QUIC,0,0x23c0,0,0
IPv4,85,TCP,192.168.1.6,185.80.36.156,61262,443,TLS,0x0018,0xf816,65024,0
IPv6,1292,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x031d,0,0
IPv6,1292,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x9ae9,0,0
IPv6,1292,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xfb7d,0,0
IPv6,1292,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x1f5d,0,0
IPv6,1049,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x5b05,0,0
IPv6,113,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x6e03,0,0
IPv6,85,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x2612,0,0
IPv6,85,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xd4b0,0,0
IPv6,89,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xee39,0,0
IPv4,56,TCP,185.80.36.156,192.168.1.6,443,61262,TCP,0x0010,0xd472,38912,0
IPv6,94,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x8014,0,0
IPv6,1288,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xfc8f,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x805f,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x60e8,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xd97e,0,0
IPv6,97,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x45d6,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x50f5,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xc7f7,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xe343,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x6af0,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xa0f3,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xddca,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x709c,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x3732,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xbedb,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x6f68,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x66fb,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xde47,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xe55a,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x0e46,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x9723,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x0535,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x1bf2,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x117b,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x2445,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x2c21,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xb50f,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xe14d,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x4426,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x7d5c,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xeb57,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xaf88,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x1733,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x32ff,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xaec5,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x735a,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x4ff0,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x8c34,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x520b,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xe5c9,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x84fa,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xde2b,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x5985,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xeb20,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x4c67,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x130b,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xd705,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xc41f,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xe98d,0,0
IPv6,1292,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0x3146,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xc8ad,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0x07b0,0,0
IPv6,970,UDP,2a00:1450:400b:c03::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,56974,QUIC,0,0xe4cf,0,0
IPv4,1292,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0x2316,0,0
IPv4,1292,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0xb8f7,0,0
IPv4,123,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0xf5ab,0,0
IPv4,1292,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0x0ed3,0,0
IPv4,914,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0x9576,0,0
IPv6,130,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c00::9c,61811,443,UDP,0,0xbd2e,0,0
IPv6,94,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c03::9c,56974,443,QUIC,0,0xf2cc,0,0
IPv6,1292,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::9d,54562,443,QUIC,0,0xc35b,0,0
IPv6,1292,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::9d,54562,443,QUIC,0,0x9be3,0,0
IPv6,1292,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::9d,54562,443,QUIC,0,0xf0a9,0,0
IPv6,139,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::9d,54562,443,QUIC,0,0x1eba,0,0
IPv6,1032,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::9d,54562,443,QUIC,0,0xe85f,0,0
IPv6,130,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c00::9c,61811,443,UDP,0,0x90e8,0,0
IPv4,1292,UDP,192.168.1.6,209.85.202.148,50713,443,QUIC,0,0xcc11,0,0
IPv4,1292,UDP,192.168.1.6,209.85.202.148,50713,443,QUIC,0,0x4bb9,0,0
IPv4,123,UDP,192.168.1.6,209.85.202.148,50713,443,QUIC,0,0x6316,0,0
IPv4,1288,UDP,192.168.1.6,209.85.202.148,50713,443,QUIC,0,0xb758,0,0
IPv4,1066,UDP,192.168.1.6,209.85.202.148,50713,443,QUIC,0,0x2f92,0,0
IPv4,1242,UDP,104.18.27.193,192.168.1.6,443,61746,QUIC,0,0x5aba,0,0
IPv6,95,UDP,2a00:1450:400b:c00::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,61811,UDP,0,0x391f,0,0
IPv4,1242,UDP,104.18.27.193,192.168.1.6,443,61746,QUIC,0,0xecc3,0,0
IPv4,1242,UDP,104.18.27.193,192.168.1.6,443,61746,QUIC,0,0xeddd,0,0
IPv4,66,UDP,104.18.27.193,192.168.1.6,443,61746,QUIC,0,0x5cfe,0,0
IPv4,66,UDP,104.18.27.193,192.168.1.6,443,61746,QUIC,0,0x169b,0,0
IPv4,91,UDP,104.18.27.193,192.168.1.6,443,61746,QUIC,0,0x2638,0,0
IPv6,142,UDP,2a00:1450:400b:c00::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,61811,UDP,0,0x43bd,0,0
IPv6,85,UDP,2a00:1450:400b:c00::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,61811,UDP,0,0x4391,0,0
IPv4,1292,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0x451a,0,0
IPv4,85,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0x084a,0,0
IPv4,89,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0xf148,0,0
IPv4,1242,UDP,104.18.27.193,192.168.1.6,443,61746,QUIC,0,0xf0e5,0,0
IPv4,1242,UDP,104.18.27.193,192.168.1.6,443,61746,QUIC,0,0x1953,0,0
IPv4,92,UDP,104.18.27.193,192.168.1.6,443,61746,QUIC,0,0xa2af,0,0
IPv4,85,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0xc2a0,0,0
IPv6,102,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c00::9c,61811,443,UDP,0,0x30c9,0,0
IPv6,89,UDP,2a00:1450:400b:c00::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,61811,UDP,0,0x23eb,0,0
IPv6,102,UDP,2a00:1450:400b:c01::9d,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,54562,QUIC,0,0x1643,0,0
IPv6,102,UDP,2a00:1450:400b:c01::9d,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,54562,QUIC,0,0xfec4,0,0
IPv6,1292,UDP,2a00:1450:400b:c01::9d,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,54562,QUIC,0,0xb07e,0,0
IPv6,1292,UDP,2a00:1450:400b:c01::9d,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,54562,QUIC,0,0x4e04,0,0
IPv4,82,UDP,209.85.202.148,192.168.1.6,443,50713,QUIC,0,0x921e,0,0
IPv6,1292,UDP,2a00:1450:400b:c01::9d,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,54562,QUIC,0,0xee8a,0,0
IPv6,354,UDP,2a00:1450:400b:c01::9d,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,54562,QUIC,0,0xf599,0,0
IPv6,1000,UDP,2a00:1450:400b:c01::9d,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,54562,QUIC,0,0xb35f,0,0
IPv6,121,UDP,2a00:1450:400b:c01::9d,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,54562,QUIC,0,0x97a3,0,0
IPv6,85,UDP,2a00:1450:400b:c01::9d,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,54562,QUIC,0,0x9705,0,0
IPv4,1292,UDP,209.85.202.148,192.168.1.6,443,50713,QUIC,0,0xa56d,0,0
IPv4,1292,UDP,209.85.202.148,192.168.1.6,443,50713,QUIC,0,0x4345,0,0
IPv4,340,UDP,209.85.202.148,192.168.1.6,443,50713,QUIC,0,0x4157,0,0
IPv4,992,UDP,209.85.202.148,192.168.1.6,443,50713,QUIC,0,0xfcee,0,0
IPv4,66,UDP,209.85.202.148,192.168.1.6,443,50713,QUIC,0,0xf4e0,0,0
IPv4,71,UDP,104.18.27.193,192.168.1.6,443,61746,QUIC,0,0xdd28,0,0
IPv6,140,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::9d,54562,443,QUIC,0,0x5b5f,0,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::9d,54562,443,QUIC,0,0x31e8,0,0
IPv6,89,UDP,2a00:1450:400b:c00::9c,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,61811,UDP,0,0xbbe6,0,0
IPv4,1292,UDP,192.168.1.6,209.85.202.148,50713,443,QUIC,0,0x3492,0,0
IPv4,85,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0xf96f,0,0
IPv4,120,UDP,192.168.1.6,209.85.202.148,50713,443,QUIC,0,0x5bd9,0,0
IPv4,73,UDP,192.168.1.6,209.85.202.148,50713,443,QUIC,0,0x6c40,0,0
IPv4,1292,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0xf83a,0,0
IPv4,925,UDP,192.168.1.6,104.18.27.193,61746,443,QUIC,0,0x053d,0,0
IPv6,130,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c00::9c,61811,443,UDP,0,0x8f3a,0,0
IPv6,94,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::9d,54562,443,QUIC,0,0x6349,0,0
IPv4,1131,UDP,192.168.1.6,209.85.202.148,50713,443,QUIC,0,0xa937,0,0
IPv4,1287,UDP,192.168.1.6,34.160.152.31,57578,443,UDP,0,0x4fc5,0,0
IPv4,1292,UDP,192.168.1.6,34.160.152.31,57578,443,UDP,0,0x8523,0,0
IPv4,743,UDP,192.168.1.6,34.160.152.31,57578,443,UDP,0,0x1fad,0,0
IPv6,74,TCP,2600:9000:2245:2000:1c:d13c:df40:93a1,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,61216,TCP,0x0011,0x3b1c,138,0
IPv6,182,UDP,2a00:1450:400b:c01::9d,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,54562,QUIC,0,0x7c22,0,0
IPv6,84,UDP,2a00:1450:400b:c01::9d,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,54562,QUIC,0,0x79bc,0,0
IPv6,74,TCP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2600:9000:2245:2000:1c:d13c:df40:93a1,61216,443,TCP,0x0010,0x3ac1,254,0
IPv6,98,TCP,2600:9000:2245:2000:1c:d13c:df40:93a1,2001:bb6:48d0:da00:7c5c:1087:a562:a487,443,61216,TCP,0x0018,0x4eb6,138,0
IPv6,74,TCP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2600:9000:2245:2000:1c:d13c:df40:93a1,61216,443,TCP,0x0010,0x3aa8,254,0
IPv6,93,UDP,2001:bb6:48d0:da00:7c5c:1087:a562:a487,2a00:1450:400b:c01::9d,54562,443,QUIC,0,0x2d05,0,0
IPv4,1288,UDP,209.85.202.148,192.168.1.6,443,50713,QUIC,0,0x7d8f,0,0
IPv4,181,UDP,209.85.202.148,192.168.1.6,443,50713,QUIC,0,0x27e4,0,0
IPv4,63,UDP,209.85.202.148,192.168.1.6,443,50713,QUIC,0,0x3c9e,0,0
IPv4,340,UDP,209.85.202.148,192.168.1.6,443,50713,QUIC,0,0xa6a2,0,0
