Ethernet Type,Packet Length,Service,Source IP,Destination IP,Source Port,Destination Port,Protocol,TCP Flags,Checksum,TCP Window Size,ICMP Type,Class
IPv4,100,UDP,192.168.1.10,224.0.0.251,5353,5353,UDP,0,0x0561,0,0,Normal
IPv6,120,UDP,fe80::14ed:6064:1e78:2447,ff02::fb,5353,5353,UDP,0,0xf17f,0,0,Normal
IPv6,90,UDP,2603:1026:c02:3000::2,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,64128,UDP,0,0xd8cc,0,0,Normal
IPv6,75,TCP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c03::8b,59554,443,TLS,0x0010,0x15aa,2042,0,Anomaly
IPv6,86,TCP,2a00:1450:400b:c03::8b,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,59554,TCP,0x0010,0x0557,561,0,Normal
IPv4,100,UDP,192.168.1.10,224.0.0.251,5353,5353,UDP,0,0x0561,0,0,Normal
IPv6,120,UDP,fe80::14ed:6064:1e78:2447,ff02::fb,5353,5353,UDP,0,0xf17f,0,0,Normal
IPv6,75,TCP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2600:1901:0:4c10::,59552,443,TLS,0x0010,0xbef7,510,0,Anomaly
IPv6,75,TCP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c01::bc,59551,443,TLS,0x0010,0x31cd,251,0,Anomaly
IPv6,75,TCP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2001:bb0:100:23::c27d:b2c9,59553,443,TLS,0x0010,0x3eb0,251,0,Anomaly
IPv6,75,TCP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2603:1026:c02:3000::2,59645,443,TLS,0x0010,0xd28b,255,0,Anomaly
IPv4,55,TCP,192.168.1.6,35.213.145.237,59777,443,TCP,0x0010,0x4e3b,255,0,Normal
IPv6,86,TCP,2603:1026:c02:3000::2,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,59645,TCP,0x0010,0x2b18,16384,0,Normal
IPv4,55,TCP,192.168.1.6,3.77.249.83,59560,443,TCP,0x0010,0xb3aa,255,0,Normal
IPv4,66,TCP,3.77.249.83,192.168.1.6,443,59560,TCP,0x0010,0x0b61,17,0,Anomaly
IPv4,66,TCP,35.213.145.237,192.168.1.6,443,59777,TCP,0x0010,0xd72a,519,0,Anomaly
IPv6,102,UDP,2603:1026:c02:3000::2,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,64128,UDP,0,0x92b0,0,0,Normal
IPv6,101,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2603:1026:c02:3000::2,64128,443,UDP,0,0x8ee9,0,0,Normal
IPv6,97,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2603:1026:c02:3000::2,64128,443,UDP,0,0xd0d5,0,0,Normal
IPv6,1514,UDP,2603:1026:c02:3000::2,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,64128,UDP,0,0x921e,0,0,Normal
IPv6,101,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2603:1026:c02:3000::2,64128,443,UDP,0,0xa959,0,0,Normal
IPv4,55,TCP,192.168.1.6,100.21.158.55,59556,443,TLS,0x0010,0x383e,250,0,Normal
IPv4,55,TCP,192.168.1.6,54.75.82.175,59602,443,TLS,0x0010,0x663c,255,0,Normal
IPv6,97,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2603:1026:c02:3000::2,64128,443,UDP,0,0x7238,0,0,Normal
IPv6,91,UDP,2603:1026:c02:3000::2,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,64128,UDP,0,0x3c55,0,0,Normal
IPv4,66,TCP,54.75.82.175,192.168.1.6,443,59602,TCP,0x0010,0x6552,769,0,Anomaly
IPv4,56,TCP,3.77.249.83,192.168.1.6,443,59804,TCP,0x0010,0xddad,79,0,Anomaly
IPv4,66,TCP,100.21.158.55,192.168.1.6,443,59556,TCP,0x0010,0x1c2c,198,0,Anomaly
IPv4,54,TCP,192.168.1.6,3.77.249.83,59804,443,TCP,0x0010,0xdcff,252,0,Normal
IPv6,97,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2603:1026:c02:3000::2,64128,443,UDP,0,0xae62,0,0,Normal
IPv6,1292,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c02::5e,54820,443,UDP,0,0x8ce1,0,0,Normal
IPv6,1292,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c02::5e,54820,443,UDP,0,0x1c6b,0,0,Normal
IPv6,1292,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c02::5e,54820,443,UDP,0,0xe4d5,0,0,Normal
IPv6,143,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c02::5e,54820,443,UDP,0,0xad8a,0,0,Normal
IPv6,628,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c02::5e,54820,443,UDP,0,0x87cf,0,0,Normal
IPv6,92,UDP,2603:1026:c02:3000::2,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,64128,UDP,0,0x465a,0,0,Normal
IPv6,102,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x6d0f,0,0,Normal
IPv6,102,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x589e,0,0,Normal
IPv6,1292,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x8b8e,0,0,Normal
IPv6,1292,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x9c20,0,0,Normal
IPv6,1292,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x9e60,0,0,Normal
IPv6,354,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0xe4cc,0,0,Normal
IPv6,1000,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x8c69,0,0,Normal
IPv6,140,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c02::5e,54820,443,UDP,0,0x7c59,0,0,Normal
IPv6,93,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c02::5e,54820,443,UDP,0,0x76e7,0,0,Normal
IPv6,91,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x0618,0,0,Normal
IPv6,85,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0xf684,0,0,Normal
IPv6,84,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x2c9f,0,0,Normal
IPv6,93,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c02::5e,54820,443,UDP,0,0xb9a0,0,0,Normal
IPv6,591,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x2fa0,0,0,Normal
IPv6,85,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x352f,0,0,Normal
IPv6,97,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c02::5e,54820,443,UDP,0,0x9449,0,0,Normal
IPv6,182,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x1fef,0,0,Normal
IPv6,87,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0xf732,0,0,Normal
IPv6,94,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c02::5e,54820,443,UDP,0,0x8933,0,0,Normal
IPv6,182,UDP,2a00:1450:400b:c02::5e,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,54820,UDP,0,0x95c1,0,0,Normal
IPv6,95,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2a00:1450:400b:c02::5e,54820,443,UDP,0,0x0fd5,0,0,Normal
IPv6,97,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2603:1026:c02:3000::2,64128,443,UDP,0,0xc453,0,0,Normal
IPv6,75,TCP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2603:1020:5:9::401,59526,443,TLS,0x0010,0xa34d,251,0,Anomaly
IPv6,92,UDP,2603:1026:c02:3000::2,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,64128,UDP,0,0xc29d,0,0,Normal
IPv6,86,TCP,2603:1020:5:9::401,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,59526,TCP,0x0010,0xf1e9,7621,0,Normal
IPv6,75,TCP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2606:4700:4400::ac40:9bd1,59565,443,TLS,0x0010,0xd77e,255,0,Anomaly
IPv6,97,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2603:1026:c02:3000::2,64128,443,UDP,0,0x15a0,0,0,Normal
IPv6,86,TCP,2606:4700:4400::ac40:9bd1,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,59565,TCP,0x0010,0xb4e9,8,0,Normal
IPv6,92,UDP,2603:1026:c02:3000::2,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,64128,UDP,0,0x7ccd,0,0,Normal
IPv4,55,TCP,192.168.1.6,54.75.82.175,59615,443,TLS,0x0010,0x492c,255,0,Normal
IPv4,55,TCP,192.168.1.6,63.34.43.205,59616,443,TLS,0x0010,0xdfc1,255,0,Normal
IPv4,66,TCP,54.75.82.175,192.168.1.6,443,59615,TCP,0x0010,0x8207,425,0,Anomaly
IPv6,97,UDP,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,2603:1026:c02:3000::2,64128,443,UDP,0,0xfc50,0,0,Normal
IPv4,66,TCP,63.34.43.205,192.168.1.6,443,59616,TCP,0x0010,0x4309,291,0,Anomaly
IPv6,92,UDP,2603:1026:c02:3000::2,2001:bb6:48d0:da00:75ee:8ba0:9eca:f5f0,443,64128,UDP,0,0x210d,0,0,Normal
